# FIRESONG Output description
# Lognormal distributed sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
-7.4698 3.2195 1.0232e-12
40.7766 3.4385 8.6637e-13
18.1074 1.9855 3.4132e-12
22.4669 1.8645 4.0241e-12
6.3036 1.1385 1.4001e-11
79.6633 1.6825 5.0991e-12
-14.8971 4.3555 4.9204e-13
4.4458 1.2775 1.0415e-11
-17.2199 0.4535 1.3498e-10
17.5980 5.1475 3.0915e-13
0.2042 4.8905 3.5948e-13
-33.7904 2.3995 2.1113e-12
29.2729 1.2345 1.1251e-11
53.1573 1.8965 3.8231e-12
-27.7205 4.7895 3.8231e-13
59.9897 4.7605 3.7939e-13
26.3382 3.5855 7.6088e-13
45.9946 1.7935 4.3698e-12
65.1231 2.8445 1.3182e-12
-4.9867 2.5385 1.7935e-12
-50.7836 1.6345 5.5881e-12
-52.4657 3.8245 6.8834e-13
32.9422 5.8025 2.3467e-13
66.3812 2.9915 1.1891e-12
-45.3422 5.1495 3.1142e-13
70.8622 2.6365 1.6117e-12
-73.2302 2.0215 3.2225e-12
78.5088 5.4665 2.6693e-13
-43.3817 4.5735 4.2116e-13
2.0584 3.7935 6.7936e-13
-9.0466 4.0425 5.8036e-13
41.6790 2.7535 1.4588e-12
-51.3838 3.2095 1.0345e-12
-83.5974 3.1825 1.0752e-12
-56.4015 1.6545 5.3404e-12
-4.1663 2.1285 2.8384e-12
11.4823 4.1725 5.4090e-13
-0.4859 2.6455 1.7287e-12
-36.5395 2.3525 2.1877e-12
37.4776 4.0335 5.6483e-13
16.3224 2.7435 1.4807e-12
24.2737 3.6515 7.2290e-13
-12.3539 3.9825 6.2836e-13
62.1800 4.5435 4.3134e-13
10.1139 4.0425 5.8870e-13
-31.3104 1.0565 1.6384e-11
45.2942 4.1195 5.7015e-13
68.3873 1.3235 9.6713e-12
28.0968 5.2395 3.0371e-13
-37.8416 1.4825 7.0448e-12
-69.6086 0.8485 3.0550e-11
53.5240 3.9265 6.3343e-13
-32.6448 1.6515 5.2309e-12
-66.3668 3.0195 1.1482e-12
54.2929 0.9765 2.0050e-11
29.6426 2.3645 2.2372e-12
4.0532 1.8245 4.1977e-12
5.9390 0.7775 3.5996e-11
48.2933 3.1655 1.0755e-12
89.0730 3.9745 6.1082e-13
46.2175 3.3215 9.8767e-13
-4.7131 2.9925 1.2216e-12
-64.1855 2.0605 3.0653e-12
26.2815 7.3945 1.2929e-13
-6.1914 2.8435 1.3966e-12
-9.7022 3.3415 9.2296e-13
-25.2886 1.2915 9.8820e-12
26.8937 2.1335 2.7911e-12
-40.5423 2.0795 3.0612e-12
-48.8403 2.6745 1.6043e-12
-24.3442 1.0515 1.6944e-11
63.3032 5.2015 3.1442e-13
38.1309 0.9705 2.1079e-11
-25.2291 2.1925 2.7147e-12
2.3604 1.5595 6.0608e-12
-52.2535 2.6545 1.6018e-12
-81.4280 4.3915 4.5132e-13
65.6389 1.2195 1.1449e-11
-45.4008 1.6305 5.6545e-12
-61.9044 2.3895 2.1624e-12
-48.6170 5.3485 2.7788e-13
4.7199 1.6105 5.7362e-12
61.8501 3.0695 1.1699e-12
54.9250 3.4935 8.3217e-13
-36.6906 2.9565 1.2549e-12
0.1695 1.6875 5.0684e-12
-48.9242 3.0025 1.1943e-12
40.8891 3.8075 6.6491e-13
5.5442 3.9895 5.9190e-13
12.9816 4.8685 3.6948e-13
53.0457 1.0145 1.8248e-11
40.1027 1.5555 6.5210e-12
7.2102 4.4105 4.6394e-13
-29.2992 0.9305 2.3666e-11
-45.2731 4.0985 5.3319e-13
58.6185 1.6455 5.3329e-12
-37.3744 1.2215 1.1406e-11
6.2882 1.1645 1.3203e-11
46.7970 5.2395 3.0038e-13
30.2720 1.3125 9.9781e-12
-2.1201 1.6315 5.7831e-12
-11.5856 1.4445 7.8334e-12
-42.7197 0.6135 6.9277e-11
18.5234 0.4975 1.1075e-10
1.3824 4.0315 6.0215e-13
-29.0304 1.6245 5.5184e-12
-47.4464 4.7035 4.0456e-13
8.3828 1.6925 5.0041e-12
6.5882 2.9085 1.3470e-12
29.2651 3.3755 9.2578e-13
38.9017 5.2765 3.0398e-13
-50.9516 1.5515 6.2598e-12
0.9784 1.1255 1.4593e-11
28.1791 3.7715 6.7925e-13
8.6405 2.6775 1.5746e-12
-28.6159 0.8335 3.1161e-11
10.2547 1.6105 5.8381e-12
2.2527 3.3405 9.7486e-13
-46.6385 3.1035 1.0845e-12
15.1774 1.1255 1.4311e-11
80.0121 5.1215 3.2119e-13
1.0792 2.2095 2.6195e-12
-27.5261 4.3065 4.8041e-13
11.5788 4.0695 5.7944e-13
29.1929 1.7445 4.5908e-12
-47.5847 3.9145 6.2845e-13
49.7143 1.4805 7.3875e-12
43.2836 4.6105 4.1254e-13
-41.3541 5.2595 3.1062e-13
13.1127 0.3485 2.5961e-10
-17.9907 3.0745 1.1359e-12
29.1303 1.7415 4.7493e-12
-15.3853 5.8535 2.2289e-13
-46.7985 2.4815 1.9584e-12
-30.7095 4.0075 5.9831e-13
62.5551 1.4015 8.1188e-12
37.7453 3.3295 9.5173e-13
47.9235 3.6775 7.2970e-13
-30.5351 3.8635 6.4470e-13
-26.2598 3.1285 1.0849e-12
40.7806 3.0615 1.1775e-12
-43.5893 1.8775 3.9335e-12
-3.9462 2.0545 3.1178e-12
5.5645 3.6465 6.8223e-13
33.2313 2.9305 1.2672e-12
38.0744 1.2275 1.1351e-11
12.7125 2.4565 1.9578e-12
-11.0306 3.3805 8.6613e-13
-8.2942 2.8135 1.4480e-12
24.4214 6.3765 1.8426e-13
-31.2623 2.9775 1.2143e-12
-7.1793 1.5575 6.2582e-12
30.9974 1.1035 1.5420e-11
-27.8887 1.4395 8.0900e-12
66.5083 2.3635 2.2092e-12
-35.7452 2.3695 2.2220e-12
-3.0797 3.4195 8.9096e-13
-28.6215 2.9845 1.2271e-12
69.8098 1.9735 3.4194e-12
-59.4279 4.7465 3.8693e-13
4.6396 1.8915 3.7960e-12
-15.2329 4.1335 5.3926e-13
15.1986 0.8115 3.4632e-11
39.7663 3.5415 7.9917e-13
-27.1623 3.9985 5.8713e-13
-71.7618 2.3575 2.2744e-12
-7.9617 2.4905 1.9669e-12
-42.4970 3.2915 9.6063e-13
35.6762 2.8085 1.3858e-12
37.5565 3.1555 1.0626e-12
77.6496 1.0465 1.6968e-11
-78.9855 4.1505 5.4020e-13
-55.0142 5.8395 2.4180e-13
59.9248 3.5005 8.3711e-13
30.3745 3.9785 6.1389e-13
64.8995 3.1475 1.0617e-12
-2.4465 3.2765 9.4914e-13
1.4990 3.9685 6.1846e-13
-1.6551 3.7015 7.2262e-13
33.6165 0.9445 2.2406e-11
-26.1439 1.5685 6.1070e-12
-33.5634 2.2555 2.5030e-12
30.2402 1.3295 9.5130e-12
-38.6542 4.6875 4.0496e-13
89.1991 2.2635 2.4893e-12
-20.7001 0.9965 1.9835e-11
78.8057 2.9485 1.2729e-12
-44.0374 1.5485 6.2752e-12
-12.9411 1.6585 5.3842e-12
22.1905 5.4455 2.7840e-13
4.5552 0.6095 6.6104e-11
-35.0263 4.5745 4.1412e-13
26.0874 1.6485 5.5889e-12
59.8425 0.7515 4.0777e-11
-33.3134 1.8705 4.0178e-12
-41.8725 3.5055 7.8867e-13
77.3507 3.2775 9.7591e-13
-76.9992 2.0015 3.3278e-12
-18.8252 1.5815 6.0227e-12
-2.8077 0.9305 2.3492e-11
-55.7647 1.2185 1.1416e-11
13.7189 1.9695 3.4049e-12
69.0512 1.2255 1.1306e-11
20.1004 6.0325 2.1689e-13
-7.0872 4.3075 4.8926e-13
-31.9807 3.5105 8.1063e-13
-23.0547 1.3445 8.9189e-12
-45.4558 3.6025 7.8053e-13
17.9271 3.3145 9.4418e-13
66.9495 0.4745 1.3038e-10
-39.5153 2.8145 1.3929e-12
55.1022 4.2495 5.0673e-13
72.6050 3.3365 9.3628e-13
-7.8922 3.2455 9.3876e-13
22.6479 2.8425 1.3981e-12
60.0307 1.4675 7.1622e-12
-17.6078 4.5365 4.2945e-13
-0.9662 3.5105 8.1259e-13
7.5427 2.8325 1.4196e-12
45.2520 1.1925 1.2774e-11
70.0206 4.2185 5.2928e-13
55.8881 2.5985 1.7088e-12
-63.0458 3.0485 1.1840e-12
-3.4411 3.7835 6.7831e-13
-8.0254 3.1105 1.1112e-12
16.1885 2.3225 2.2910e-12
25.8264 3.7175 6.8750e-13
11.2219 1.1665 1.2924e-11
39.2335 2.2635 2.3490e-12
54.3495 2.3545 2.2635e-12
39.9860 1.5375 6.3625e-12
28.2314 2.7725 1.4722e-12
22.1522 3.7565 6.6827e-13
30.0047 3.0455 1.1294e-12
15.2190 3.2435 9.9642e-13
-14.8679 3.2995 9.1212e-13
48.2572 3.4565 8.5634e-13
-49.8946 1.2615 1.0785e-11
-30.9430 6.0905 2.1314e-13
-19.4675 4.7175 3.9627e-13
51.6757 1.0975 1.5145e-11
-45.4674 7.6245 1.2013e-13
27.8923 3.1645 1.0592e-12
1.5623 4.0055 5.7544e-13
54.6704 3.2175 9.9997e-13
-32.1450 3.4655 8.3820e-13
-82.3343 2.9405 1.2418e-12
70.7253 1.8035 4.2956e-12
19.7976 5.7305 2.5018e-13
27.4665 3.0755 1.1358e-12
-82.7299 6.0495 2.1910e-13
12.5567 2.3555 2.2357e-12
80.8118 2.0145 3.3297e-12
39.4517 1.0335 1.7532e-11
69.0716 1.9185 3.7333e-12
66.0082 2.1015 2.9390e-12
-49.6371 2.9875 1.2412e-12
27.6262 1.5545 6.2729e-12
30.9486 2.7425 1.5520e-12
26.5456 4.9925 3.3429e-13
-29.9276 2.8135 1.4213e-12
4.3509 3.0185 1.1879e-12
21.9633 2.0685 2.9762e-12
71.1455 4.2155 5.0164e-13
10.5008 2.1345 2.7124e-12
-17.5110 4.6075 4.1401e-13
52.6420 1.6285 5.6209e-12
22.5834 2.1045 2.8875e-12
-51.6396 2.3095 2.2497e-12
-18.3803 2.6895 1.5751e-12
-21.9209 1.3195 9.5778e-12
-9.7595 3.2465 9.6851e-13
33.5345 5.0465 3.3727e-13
1.1638 2.8375 1.3633e-12
24.9679 2.5755 1.8072e-12
-19.1819 4.3775 4.6604e-13
-6.2219 3.4935 8.0570e-13
20.0229 0.9895 1.9012e-11
3.9141 1.9085 3.7968e-12
-12.7943 1.8665 4.0685e-12
-10.8328 1.2325 1.0935e-11
10.7343 4.3585 4.8954e-13
-75.8215 2.6855 1.5932e-12
49.6662 3.3175 9.2468e-13
64.5572 1.3455 9.4143e-12
33.6499 0.6335 6.0489e-11
-36.3135 2.4165 2.1368e-12
26.6517 3.5545 7.7959e-13
-43.5572 5.3925 2.7412e-13
-7.9339 1.5595 6.3829e-12
34.2608 4.3365 4.7328e-13
-8.6302 3.0265 1.1819e-12
64.7250 4.1035 5.5669e-13
-37.0578 2.6515 1.6256e-12
11.4522 2.2145 2.5607e-12
-2.8258 3.8145 6.6943e-13
-6.2494 0.7165 4.7086e-11
31.2653 1.4705 7.5851e-12
-25.6258 2.1925 2.5945e-12
-14.3438 2.0385 3.0451e-12
21.3765 1.4825 7.3200e-12
2.1533 3.5355 7.7553e-13
22.3919 4.0975 5.6306e-13
3.1290 2.1235 2.8319e-12
1.8073 1.4345 7.9473e-12
24.0559 2.6345 1.6207e-12
62.5354 4.7205 3.9315e-13
12.5886 0.8455 3.0437e-11
-54.4326 3.0845 1.1048e-12
-1.0430 1.4315 7.9818e-12
-55.8367 1.7475 4.5649e-12
-8.7152 2.1125 2.8930e-12
-49.3846 4.4005 4.4901e-13
43.7699 4.3325 5.0748e-13
-42.9792 2.1265 2.7936e-12
42.1122 3.1435 1.0635e-12
57.6882 3.3505 9.0008e-13
-57.5308 3.4895 8.2729e-13
62.8295 3.0065 1.2353e-12
-24.7270 2.1455 2.7875e-12
24.6700 5.2235 3.1257e-13
-41.6083 1.6795 5.2366e-12
2.4945 2.6035 1.7468e-12
19.2835 2.0445 3.1223e-12
29.6057 1.0345 1.7951e-11
-51.5437 0.9965 1.9832e-11
-27.8324 5.0025 3.4954e-13
-56.4994 4.8815 3.5094e-13
-48.4598 3.1935 1.0090e-12
16.3319 1.2575 1.0833e-11
42.7319 2.9795 1.2253e-12
-75.0727 2.6775 1.6225e-12
32.3707 1.6495 5.3795e-12
59.0700 1.7495 4.8012e-12
47.5106 0.9545 2.1755e-11
9.0686 2.2845 2.3618e-12
30.2431 2.6545 1.6358e-12
66.0833 3.2545 9.6981e-13
-47.1490 2.2315 2.5541e-12
77.7436 0.8425 2.9586e-11
-16.0900 4.9125 3.6461e-13
-42.6441 2.3195 2.2623e-12
-13.9300 3.7895 6.6632e-13
-22.0617 3.4975 8.2250e-13
-25.7940 4.6275 4.1543e-13
56.5261 0.5065 1.0684e-10
54.9075 3.9275 6.2219e-13
68.7379 1.9075 3.6826e-12
-17.1968 1.7445 4.9619e-12
-41.0851 4.4035 4.6198e-13
-5.0358 1.8805 3.8460e-12
14.7606 1.9845 3.4427e-12
36.6572 2.0955 2.8673e-12
43.6833 4.3785 4.6751e-13
-31.8669 2.5255 1.8515e-12
-36.5131 0.9085 2.4820e-11
-5.2343 2.8885 1.3499e-12
38.9292 1.2695 1.0607e-11
-80.4813 3.7675 6.8636e-13
15.6450 4.5905 4.3142e-13
-11.9711 0.8045 3.4520e-11
2.0144 0.4215 1.6303e-10
42.2263 2.4415 1.9918e-12
7.8468 1.0235 1.9249e-11
43.0548 7.4285 1.2274e-13
17.3560 3.4545 8.3415e-13
-29.7161 2.2365 2.5265e-12
-71.1380 2.7355 1.4966e-12
-23.0500 2.6075 1.7624e-12
-47.7592 0.8335 3.2135e-11
51.6218 3.0945 1.0657e-12
-5.7757 1.3335 9.0324e-12
-42.0167 3.8505 6.3406e-13
50.7383 0.9815 2.0567e-11
-45.9583 1.8035 4.4730e-12
18.0271 3.7825 6.8051e-13
47.4099 3.1075 1.1008e-12
65.2955 1.5755 5.9610e-12
26.1138 3.7235 7.2488e-13
-28.4478 3.4085 8.8818e-13
13.4678 2.6525 1.6806e-12
-14.5614 1.3445 8.9805e-12
2.8369 2.7105 1.6255e-12
-25.4392 2.1295 2.9162e-12
39.6796 0.8595 2.8032e-11
52.1942 3.4355 8.6766e-13
-7.0940 1.6685 5.2718e-12
-6.5165 8.0755 1.0787e-13
-49.2197 3.7015 7.2600e-13
27.6573 1.3005 9.9807e-12
7.4603 4.5735 4.5036e-13
14.8596 3.6755 7.3712e-13
18.5224 2.5415 1.8374e-12
-48.9191 4.8425 3.5367e-13
51.8869 0.2315 6.9000e-10
-14.1195 0.4125 1.6985e-10
-1.2276 2.6435 1.6429e-12
14.2350 3.5985 7.6998e-13
27.4779 2.0855 3.0790e-12
40.2194 2.5315 1.9338e-12
-8.0830 0.8125 3.0897e-11
60.0569 4.4395 4.5642e-13
10.6851 3.5335 8.2804e-13
-24.7493 3.0545 1.1330e-12
-7.8204 4.8675 3.5612e-13
-75.4263 2.2155 2.5735e-12
-25.2740 3.7275 7.2809e-13
-9.8756 1.3745 8.4817e-12
-3.1131 1.9315 3.7846e-12
73.2421 2.2625 2.5024e-12
12.5904 1.8355 4.1740e-12
50.7815 4.1795 5.3232e-13
-65.8818 1.6995 5.0876e-12
-51.3375 2.1775 2.7814e-12
-3.1089 2.9425 1.2535e-12
16.7775 1.4485 7.5401e-12
36.5182 3.6955 7.2361e-13
-45.5428 3.3525 9.4202e-13
-67.0630 1.1125 1.4259e-11
54.1968 2.5595 1.7266e-12
8.7452 0.9825 2.0661e-11
-60.1782 1.9025 3.7419e-12
33.3666 2.3825 2.0528e-12
10.6806 4.2425 5.0126e-13
70.0134 3.5235 8.1229e-13
37.6379 1.5325 6.4891e-12
-55.7816 2.1145 2.9826e-12
-73.2493 2.3105 2.3453e-12
41.0649 3.2905 9.5661e-13
35.4351 2.5425 1.8073e-12
54.1643 1.3965 8.4241e-12
-73.3995 2.5195 1.9044e-12
39.4269 3.6795 7.4014e-13
43.4974 3.9705 6.0516e-13
35.6586 3.9705 5.8696e-13
-27.3313 1.6105 5.7554e-12
-44.7471 2.8225 1.3754e-12
-34.5122 3.1625 1.0312e-12
34.7719 3.6145 7.7543e-13
67.2873 4.3725 4.4848e-13
10.8260 4.7105 3.9222e-13
-40.9097 1.0015 1.9492e-11
16.0185 2.5175 1.9030e-12
-58.3128 1.2755 1.0519e-11
58.1817 4.1845 5.2830e-13
57.2647 4.2775 4.7900e-13
-2.2902 3.6125 7.6429e-13
23.6048 2.3085 2.2736e-12
-17.3703 2.7825 1.4300e-12
53.4370 3.8385 6.7770e-13
-23.9382 1.5525 6.5977e-12
9.9689 1.3695 8.6528e-12
55.1984 1.7105 4.9090e-12
-61.9689 1.9345 3.6768e-12
50.1574 4.1075 5.5253e-13
-46.6828 4.1735 5.3255e-13
-47.3929 1.9435 3.6009e-12
14.7856 4.0005 6.0608e-13
51.8119 4.6705 4.0768e-13
-45.1322 4.4865 4.4963e-13
-49.6022 4.2865 4.8550e-13
-27.9050 0.6965 4.8295e-11
-0.2518 2.1925 2.6026e-12
31.2619 3.3525 9.1543e-13
-68.0295 1.6985 5.1399e-12
-14.4977 3.6925 7.0692e-13
-27.1716 5.0035 3.3056e-13
69.3474 2.3035 2.2452e-12
-25.4292 2.0455 3.0815e-12
62.0086 1.3805 8.8899e-12
-6.5877 5.6305 2.5527e-13
35.7246 1.6985 5.1270e-12
12.3074 4.1365 5.4712e-13
-14.3473 6.1705 1.9212e-13
75.6675 1.6245 5.6276e-12
-39.0603 4.8415 3.7468e-13
32.5983 3.6305 7.9136e-13
-69.4639 2.8885 1.3047e-12
42.2375 1.8335 4.3391e-12
-43.2244 0.7015 4.7221e-11
-35.7985 5.5495 2.7141e-13
-17.9547 4.0835 5.7520e-13
58.6191 3.3125 9.1984e-13
-29.9915 5.2315 3.2077e-13
-48.6585 1.2075 1.2161e-11
51.2415 3.0175 1.1325e-12
-72.5823 3.8165 6.5002e-13
74.0205 2.9465 1.2201e-12
-39.8427 5.9435 2.1727e-13
11.1227 4.2365 5.0280e-13
58.1593 3.7365 6.8605e-13
77.1272 4.1235 5.4638e-13
14.8952 2.4245 2.0843e-12
18.9234 2.4155 2.0359e-12
-20.6046 4.5585 4.3039e-13
-55.3946 3.8155 6.6979e-13
29.5969 1.7175 4.8332e-12
-48.1972 4.3055 4.7683e-13
45.3554 2.6105 1.7573e-12
-16.5189 1.1665 1.3151e-11
47.2612 4.1425 5.4536e-13
-10.5524 3.5165 8.3904e-13
-82.3229 0.9975 1.9820e-11
16.6585 3.5115 8.2480e-13
-77.6308 4.6225 4.3342e-13
-10.5664 4.8455 3.6044e-13
0.3187 2.1275 2.7533e-12
-0.5516 2.1395 2.8829e-12
50.3183 3.4105 9.2107e-13
-9.5932 2.6275 1.6376e-12
18.5201 4.6305 4.0781e-13
-56.6929 1.4055 8.2299e-12
-44.0469 3.1695 1.0365e-12
46.0270 1.5455 6.5857e-12
6.1214 1.9995 3.4993e-12
17.5696 3.7055 6.8588e-13
-32.5412 3.8645 6.5568e-13
-27.0593 2.0475 3.1035e-12
15.2440 6.0865 2.0510e-13
11.9338 5.0215 3.3932e-13
-66.9265 1.7195 4.7869e-12
-35.2616 3.2295 9.9544e-13
-39.9220 3.6255 7.6248e-13
-51.9309 4.3975 4.5140e-13
68.6837 3.3805 8.7930e-13
-73.6217 1.9355 3.5711e-12
-14.6906 2.5685 1.7603e-12
71.5090 2.1235 2.8432e-12
9.6919 3.8615 6.5072e-13
-41.6611 5.2785 3.0054e-13
-9.1854 3.1495 1.0434e-12
-27.7480 2.1075 2.9880e-12
61.0890 5.2415 2.8881e-13
38.0630 1.6795 5.3759e-12
59.0406 2.2775 2.4528e-12
-10.9697 1.0375 1.7817e-11
-15.0694 1.9565 3.5145e-12
-0.3867 4.6885 4.1474e-13
-24.2910 2.8965 1.2856e-12
-27.7462 1.7695 4.5607e-12
22.4618 1.6535 5.6079e-12
49.3080 3.9535 5.9808e-13
-18.8989 1.1595 1.3179e-11
16.6336 1.5555 6.2917e-12
69.2255 3.1705 1.1080e-12
50.7202 1.1635 1.3050e-11
62.8762 4.4615 4.5826e-13
40.7268 3.8295 6.1676e-13
-17.9867 1.8525 4.1922e-12
26.1982 5.1225 3.2082e-13
22.2109 4.7645 3.8076e-13
-58.3754 0.7985 3.5232e-11
79.9320 2.5565 1.8558e-12
20.7908 2.2625 2.4503e-12
47.1758 2.0735 3.1166e-12
-23.4700 0.4745 1.2465e-10
43.8656 1.5085 6.5267e-12
-14.7170 2.3015 2.3354e-12
-7.0724 0.5975 7.2363e-11
12.7294 4.6265 3.9838e-13
-3.0158 2.9015 1.3071e-12
-9.5248 2.4425 1.9971e-12
15.5953 3.2185 1.0208e-12
28.2762 2.3875 2.0950e-12
-76.9883 1.7755 4.3561e-12
64.1917 1.4955 6.9409e-12
5.1428 5.8385 2.2977e-13
32.7391 2.2715 2.3621e-12
23.3677 4.2275 5.1319e-13
-72.9884 4.1965 5.1978e-13
-11.3294 1.6555 5.5645e-12
-51.4708 4.6275 4.2095e-13
22.8094 1.9715 3.4058e-12
-23.9371 3.5765 7.3770e-13
41.2283 1.5835 6.1612e-12
-7.6508 1.8705 3.9181e-12
-30.1678 2.7025 1.5680e-12
37.6042 3.6755 7.2610e-13
-58.3253 2.9955 1.2331e-12
19.8017 1.5095 6.7028e-12
-51.1589 3.7385 7.0660e-13
21.6512 1.3765 8.8770e-12
-36.5283 1.4395 7.5868e-12
-47.4089 3.3155 9.3580e-13
-23.2543 0.8875 2.6295e-11
-60.1920 3.6185 7.4787e-13
-54.0503 0.7765 3.7050e-11
62.1314 3.3015 9.6617e-13
23.3647 4.0845 5.7723e-13
-38.0703 4.8545 3.7643e-13
70.3355 2.4525 1.9577e-12
-23.8674 1.1895 1.2177e-11
-49.9462 2.9355 1.2861e-12
50.4780 3.2045 1.0454e-12
-1.2404 1.0925 1.4732e-11
2.9930 2.3105 2.2822e-12
-25.1416 4.1795 5.2947e-13
-38.2803 1.4505 7.5252e-12
-41.7196 4.4245 4.6900e-13
34.8344 3.7535 6.8056e-13
-18.2934 2.8175 1.4195e-12
2.1756 2.8875 1.3675e-12
-44.4215 0.6255 6.2939e-11
52.5018 3.8065 6.7888e-13
-1.4018 3.1455 1.0472e-12
18.4239 1.9665 3.5175e-12
-44.5617 4.4905 4.4031e-13
-19.6982 2.1565 2.7786e-12
12.6367 2.1695 2.6727e-12
-19.8257 1.7955 4.2985e-12
37.5966 2.0005 3.4269e-12
35.1784 4.6265 4.0566e-13
58.5618 3.0455 1.2021e-12
58.7456 3.7985 6.8999e-13
6.1531 0.7615 3.9614e-11
-48.8990 5.3335 2.9257e-13
-23.6784 3.6555 7.4805e-13
-59.4975 1.2955 1.0398e-11
21.3401 0.8805 2.6468e-11
-28.2058 1.1965 1.2286e-11
-9.9342 1.1375 1.4526e-11
25.1436 5.0985 3.1071e-13
-6.5877 3.5425 7.8700e-13
-8.0171 4.4875 4.4774e-13
4.0248 1.6925 5.1083e-12
-13.1729 4.6785 3.8893e-13
76.7593 5.2935 3.1106e-13
-26.2591 4.3125 4.8626e-13
-35.7110 2.1755 2.7673e-12
50.3838 4.0645 5.3623e-13
67.5459 1.2185 1.1784e-11
-23.0637 1.6365 5.6388e-12
24.8101 3.3305 9.2790e-13
3.3749 1.1155 1.4920e-11
8.3575 3.3335 9.3485e-13
-23.0901 2.0275 3.2641e-12
43.7220 3.1335 1.0971e-12
19.0950 3.3745 8.9207e-13
-31.2018 2.9575 1.2388e-12
-52.0258 2.8465 1.3985e-12
-15.0111 6.9105 1.5722e-13
-4.3560 3.1355 1.0754e-12
55.1654 2.9525 1.2620e-12
15.0812 0.8875 2.6456e-11
-2.2482 2.2315 2.5255e-12
-61.8702 2.1045 2.8800e-12
10.5604 1.9555 3.4821e-12
-21.6967 1.8425 3.9874e-12
-41.0952 3.0905 1.1198e-12
-23.6209 2.0645 3.0565e-12
11.3234 2.0095 3.2680e-12
67.2526 2.0695 3.0363e-12
53.1393 3.4005 8.6934e-13
-16.9527 4.4115 4.7658e-13
-13.3519 2.7715 1.4333e-12
37.9540 4.0945 5.4001e-13
52.2601 3.0265 1.1746e-12
21.3461 1.6775 5.2064e-12
-11.2113 1.5885 6.1650e-12
-59.6437 2.7875 1.4089e-12
-39.0470 2.8275 1.4171e-12
-6.9525 5.7575 2.3401e-13
-42.0731 3.9595 6.0749e-13
-22.6690 1.5665 6.2177e-12
-52.0131 6.0585 2.1293e-13
33.0280 6.2775 1.9604e-13
-39.4592 2.4635 2.0129e-12
30.5613 0.8745 2.6775e-11
14.2929 3.5275 8.0517e-13
-43.4981 4.8895 3.4708e-13
21.2139 3.2205 1.0378e-12
37.4531 3.3865 8.8826e-13
-28.8161 3.6015 7.8210e-13
-17.0898 3.7165 6.9754e-13
45.3889 2.8155 1.4418e-12
-69.5710 3.1215 1.1252e-12
8.9248 2.1875 2.6865e-12
-79.0693 1.1785 1.3075e-11
-59.9432 4.4175 4.5922e-13
-60.9639 2.6405 1.6204e-12
38.5033 3.7435 6.9744e-13
21.5344 4.1315 5.4224e-13
-12.4242 1.3655 9.0211e-12
-78.8782 4.4525 4.5927e-13
68.1605 2.4665 2.0394e-12
11.3209 2.7475 1.4932e-12
40.3284 1.7715 4.5314e-12
-20.3349 0.9095 2.4916e-11
34.4412 4.4265 4.4079e-13
73.9465 3.5395 7.7554e-13
34.6394 3.2695 9.6924e-13
-41.9255 1.6985 4.9881e-12
50.4174 1.4735 7.2095e-12
21.4512 2.9915 1.2347e-12
-46.9858 1.2125 1.2327e-11
22.7005 4.1485 5.5170e-13
40.4496 1.6785 5.1848e-12
-15.4837 1.6655 5.4640e-12
-48.2926 1.8695 3.9892e-12
-4.5628 5.4355 2.7911e-13
3.1176 3.0125 1.2163e-12
-75.1929 1.2695 1.0480e-11
-39.5733 4.2145 5.1186e-13
33.8586 3.0985 1.0738e-12
31.6123 0.6725 5.2343e-11
42.1134 3.0045 1.1573e-12
-5.6934 0.9775 2.0219e-11
-17.7916 1.2225 1.1598e-11
12.8011 2.6375 1.6261e-12
-87.7650 2.5195 1.8583e-12
-34.1998 5.9865 2.1048e-13
-13.9274 2.0395 3.0707e-12
-33.5094 4.1085 5.5022e-13
6.9628 1.3375 8.8410e-12
-50.2023 4.5605 4.2508e-13
-6.5419 3.6235 7.5083e-13
26.9998 4.7945 3.7131e-13
-14.6795 2.8775 1.3554e-12
-33.3912 1.1885 1.2681e-11
-15.7480 4.2855 4.9068e-13
-11.2985 1.0925 1.5272e-11
-51.9685 2.6875 1.5961e-12
-39.5581 2.3965 2.0970e-12
22.6412 0.8015 3.4213e-11
38.8446 5.1585 3.1421e-13
14.3561 2.0945 2.9762e-12
-69.8297 3.0625 1.1038e-12
19.9754 2.0705 3.0001e-12
-58.1879 2.0625 3.0894e-12
-15.2308 0.7935 3.5047e-11
-6.2204 5.0395 3.5023e-13
-4.0952 0.9575 2.1051e-11
-54.0716 1.5885 6.0675e-12
2.8531 3.4215 8.5398e-13
-25.3438 1.9545 3.5659e-12
35.7945 2.8845 1.3653e-12
-1.8326 3.0875 1.1094e-12
-9.4001 1.2695 1.0494e-11
11.7069 2.0625 3.0966e-12
61.8112 3.8275 6.4548e-13
2.4242 2.6035 1.7190e-12
-57.7751 0.6845 5.1362e-11
4.5210 3.8585 6.6907e-13
